"Referência principal";Referência;"Código de barras";Peso;"Preço principal";"Preço promocional";"Começa em";"Termina em";Stock;Variação{{>}}opção;Imagem;Imagem
MINILEM;;;0.000;1545;0;0000-00-00;0000-00-00;0.000;"Modelo MINI-LEM{{>}}Mini-Lem Grover";https://cdn.weasy.io/users/novo-alta/catalog/mini-grover.png;
MICROLEM;;;0.000;1455;0;0000-00-00;0000-00-00;0.000;"Modelo MICRO-LEM{{>}}Micro Lem Super";https://cdn.weasy.io/users/novo-alta/catalog/micro-lem-super.png;
MICROLEM;;;0.000;1210;0;0000-00-00;0000-00-00;0.000;"Modelo MICRO-LEM{{>}}Micro-Lem V";https://cdn.weasy.io/users/novo-alta/catalog/micro-lemv.png;
MICROLEM;;;0.000;1100;0;0000-00-00;0000-00-00;0.000;"Modelo MICRO-LEM{{>}}Micro-Lem";https://cdn.weasy.io/users/novo-alta/catalog/micro-lem.png;
SHUTTLE;;;0.000;1815;0;0000-00-00;0000-00-00;0.000;"Modelo SHUTTLE{{>}}Maxi-Shuttle 13 SP";https://cdn.weasy.io/users/novo-alta/catalog/maxi-shuttle-13-sp.png;
SHUTTLE;;;0.000;1420;0;0000-00-00;0000-00-00;0.000;"Modelo SHUTTLE{{>}}Shuttle 13 SP";https://cdn.weasy.io/users/novo-alta/catalog/shuttle-13-sp.png;
SHUTTLE;;;0.000;1300;0;0000-00-00;0000-00-00;0.000;"Modelo SHUTTLE{{>}}Shuttle 13";https://cdn.weasy.io/users/novo-alta/catalog/shuttle-13.png;
SHUTTLE;;;0.000;1015;0;0000-00-00;0000-00-00;0.000;"Modelo SHUTTLE{{>}}Shuttle 8";https://cdn.weasy.io/users/novo-alta/catalog/shuttle-8-1.png;
SHUTTLE;;;0.000;1180;0;0000-00-00;0000-00-00;0.000;"Modelo SHUTTLE{{>}}Shuttle 8 SP";https://cdn.weasy.io/users/novo-alta/catalog/shuttle-8-sp.png;
NV507X;NV5073;;160.000;875;0;0000-00-00;0000-00-00;0.000;"Artigo{{>}}NV5073 - Com prateleiras ";;
NV507X;NV5072;;160.000;730;0;0000-00-00;0000-00-00;0.000;"Artigo{{>}} NV5072 - Sem prateleiras";;
RGR06G;GR06P;;11.000;138;0;0000-00-00;0000-00-00;0.000;"Artigo{{>}}GR 06 P - Pequeno";;
RGR06G;GR06G;;11.000;266;0;0000-00-00;0000-00-00;0.000;"Artigo{{>}}GR 06 G - Grande";;
FE20029XX;FE2002988;;1.000;0;0;0000-00-00;0000-00-00;0.000;"Medida do veio{{>}}2002988 - 40x3";;
FE20029XX;FE2002987;;1.000;0;0;0000-00-00;0000-00-00;0.000;"Medida do veio{{>}}2002987 - 38x3";;
FE20029XX;"FE2002986 ";;1.000;0;0;0000-00-00;0000-00-00;0.000;"Medida do veio{{>}}2002986 - 36x3";;
FE300148X;"FE3001486 ";;1.000;75.6;0;0000-00-00;0000-00-00;0.000;"Medida do veio{{>}}3001486 - 40 mm";;
FE300148X;"FE3001480 ";;1.000;93.6;0;0000-00-00;0000-00-00;0.000;"Medida do veio{{>}}3001480 - 36 mm";;
FE30014XX;FE3001485;;1.000;54;0;0000-00-00;0000-00-00;0.000;"Medida do veio{{>}}3001485 - 40 mm";;
FE30014XX;"FE3001479 ";;1.000;67.2;0;0000-00-00;0000-00-00;0.000;"Medida do veio{{>}}3001479 - 36 mm";;
FE30014XXX;"FE3001484 ";;1.000;48;0;0000-00-00;0000-00-00;0.000;"Medida do veio{{>}}3001484 - 40 mm";;
FE30014XXX;"FE3001478 ";;1.000;58.8;0;0000-00-00;0000-00-00;0.000;"Medida do veio{{>}}3001478 - 36 mm";;
FE3001XXX57;FE3001081;;1.000;57.6;0;0000-00-00;0000-00-00;0.000;"Medida do veio{{>}}3001081 - 40 mm";;
FE3001XXX57;FE3001181;;1.000;74.4;0;0000-00-00;0000-00-00;0.000;"Medida do veio{{>}}3001181 - 38 mm";;
FE3001XXX57;FE3001082;;1.000;74.4;0;0000-00-00;0000-00-00;0.000;"Medida do veio{{>}}3001082 - 36 mm";;
FE3000XXX;"FE3000471 ";;15.000;94.8;0;0000-00-00;0000-00-00;0.000;"Medida do veio{{>}}3000471 - 36 mm";;
FE3000XXX;FE3000470;;15.000;94.8;0;0000-00-00;0000-00-00;0.000;"Medida do veio{{>}}3000470 - 38 mm";;
FE3000XXX;FE3000513;;15.000;75.6;0;0000-00-00;0000-00-00;0.000;"Medida do veio{{>}}3000513 - 40 mm";;
FE300XXXX;FE3002687;;1.000;108;0;0000-00-00;0000-00-00;0.000;"Medida do veio{{>}}3002687 - 36 mm";;
FE300XXXX;FE3002688;;1.000;108;0;0000-00-00;0000-00-00;0.000;"Medida do veio{{>}}3002688 - 38 mm";;
FE300XXXX;FE3002689;;1.000;86;0;0000-00-00;0000-00-00;0.000;"Medida do veio{{>}}3002689 - 40 mm";;
FE3003xxx;FE3003271;;1.000;98.4;0;0000-00-00;0000-00-00;0.000;"Medida do veio{{>}}3003271 - Ø60 - 36 mm";;
FE3003xxx;FE3003272;;1.000;98.4;0;0000-00-00;0000-00-00;0.000;"Medida do veio{{>}}3003272 - Ø60 - 38 mm";;
FE3003xxx;"FE3003273 ";;1.000;79.2;0;0000-00-00;0000-00-00;0.000;"Medida do veio{{>}}3003273 - Ø60 - 40 mm";;
FE3003xxx;FE3003482;;1.000;98.4;0;0000-00-00;0000-00-00;0.000;"Medida do veio{{>}}3003482 - Ø66 - 36 mm";;
FE3003xxx;FE3003483;;1.000;98.4;0;0000-00-00;0000-00-00;0.000;"Medida do veio{{>}}3003483 - Ø66 - 38 mm";;
FE3003xxx;FE3003484;;1.000;79.2;0;0000-00-00;0000-00-00;0.000;"Medida do veio{{>}}3003484 - Ø66 - 40 mm";;
FE20015XX;"FE2001504 ";;1.000;578.4;0;0000-00-00;0000-00-00;0.000;"Medida do veio{{>}}2001504 - 40 mm";;
FE20015XX;FE2001531;;1.000;594;0;0000-00-00;0000-00-00;0.000;"Medida do veio{{>}}2001531 - 38 mm";;
FE2401XXX;FE2401492;;1.000;318;0;0000-00-00;0000-00-00;0.000;"Medida do veio{{>}}2401492 - 36 mm";;
FE2401XXX;FE2401184;;1.000;310.8;0;0000-00-00;0000-00-00;0.000;"Medida do veio{{>}}2401184 - 38 mm";;
FE2401XXX;FE2401189;;1.000;273.6;0;0000-00-00;0000-00-00;0.000;"Medida do veio{{>}}2401189 - 40 mm";;
FE240177X;FE2401775;;1.000;610.8;0;0000-00-00;0000-00-00;0.000;"Medida do veio{{>}}2401775 - 38 mm";;
FE240177X;FE2401776;;1.000;537.6;0;0000-00-00;0000-00-00;0.000;"Medida do veio{{>}}2401776 - 40 mm";;
TECH22X;TECH226;;0.000;42;0;0000-00-00;0000-00-00;0.000;"Ref{{>}}Tech226 - Engenharia  - 190 mm";;
TECH22X;TECH224;;0.000;45.6;0;0000-00-00;0000-00-00;0.000;"Ref{{>}}Tech224 - Permacure Pesados - 130 mm";;
TECH22X;TECH222;;0.000;36.76;0;0000-00-00;0000-00-00;0.000;"Ref{{>}}Tech222 - Permacure - 95 mm";;
TECH22X;TECH220;;0.000;35.76;0;0000-00-00;0000-00-00;0.000;"Ref{{>}}Tech220 - Permacure II - 95 mm";;
PCL100MANG;;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Referência/Tamanho{{>}}PCADACA3037 - 3/8";;
PCL100MANG;;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Referência/Tamanho{{>}}PCADACA3036 - 1/2";;
PCL100FEM;;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Referência/Tamanho{{>}}PCADACA2994 - 3/8";;
PCL100MCH;;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Referência/Tamanho{{>}}PCADACA2999 - 3/8";;
PCL100MCH;;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Referência/Tamanho{{>}}PCADACA3035 - 1/2";;
PCL60MANG;;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Referência/Tamanho{{>}}PCACA2654 - 1/4";;
PCL60MANG;;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Referência/Tamanho{{>}}PCACA2658 - 3/8";;
PCL60MANG;;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Referência/Tamanho{{>}}PCACA2659 - 1/2";;
PCADACA9201;;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Referência/Tamanho{{>}}PCACA2653 - 1/4";;
PCADACA9201;;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Referência/Tamanho{{>}}PCACA2660 - 3/8";;
PCLSTDMANG;;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Referência/Tamanho{{>}}PCADACA1793 - 1/4";;
PCLSTDMANG;;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Referência/Tamanho{{>}}PCADACA2487 - 5/16";;
PCLSTDMANG;;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Referência/Tamanho{{>}}PCADACA2488 - 3/8";;
PCLSTDMANG;;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Referência/Tamanho{{>}}PCACA9438 - 1/2";;
PCLSTDMCH;;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Referência/Tamanho{{>}}PCADACA2593 - 1/4";;
PCLSTDMCH;;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Referência/Tamanho{{>}}PCACA6909 - 3/8";;
PCLSTDMCH;;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Referência/Tamanho{{>}}PCA6584 - 1/2";;
PCL100TMCH;;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Referência/Tamanho{{>}}PCAC5EM - 3/8";;
PCL100TMCH;;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Referência/Tamanho{{>}}PCTOAC5JM02 - 1/2";;
PCL100TFEM;;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Referência/Tamanho{{>}}PCAC5EF - 3/8";;
PCL100TFEM;;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Referência/Tamanho{{>}}PCTOAC5JF02 - 1/2";;
PCL60TFEM;"PCAC4EF ";;0.000;0;0;0000-00-00;0000-00-00;0.000;"Referência/Tamanho{{>}}PCAC4EF - 3/8";;
PCL60TFEM;"PCAC4JF ";;0.000;0;0;0000-00-00;0000-00-00;0.000;"Referência/Tamanho{{>}}PCAC4CF - 1/4";;
PCL60TFEM;PCAC4CF;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Referência/Tamanho{{>}}PCAC4JF - 1/2";;
PCL60TMCH;PCAC4EM;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Referência/Tamanho{{>}}PCAC4EM - 3/8";;
PCL60TMCH;PCAC4CM;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Referência/Tamanho{{>}}PCAC4CM - 1/4";;
PCL60TMCH;PCAC4JM;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Referência/Tamanho{{>}}PCAC4JM - 1/2";;
PCLSTDTMAN;;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Referência/Tamanho{{>}}PCAC21R - 1/4";https://cdn.weasy.io/users/novo-alta/catalog/ac21r_3.jpg;
PCLSTDTMAN;;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Referência/Tamanho{{>}}PCAC21T - 1/2";https://cdn.weasy.io/users/novo-alta/catalog/ac21t_1.jpg;
PCLSTDTMAN;;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Referência/Tamanho{{>}}PCAC21S - 5/16";https://cdn.weasy.io/users/novo-alta/catalog/ac21s_1.jpg;
PCLSTDTFEM;;;0.000;6.78;0;0000-00-00;0000-00-00;0.000;"Referência/Tamanho{{>}}PCTOAC2CF02 - 1/4";https://cdn.weasy.io/users/novo-alta/catalog/ac21cf_8.jpg;
PCLSTDTFEM;;;0.000;6.78;0;0000-00-00;0000-00-00;0.000;"Referência/Tamanho{{>}}PCTOAC2EF02 - 3/8";https://cdn.weasy.io/users/novo-alta/catalog/ac21ef_1.jpg;
PCLSTDTFEM;;;0.000;11.46;0;0000-00-00;0000-00-00;0.000;"Referência/Tamanho{{>}}PCTOAC2JF02 - 1/2";https://cdn.weasy.io/users/novo-alta/catalog/ac21jf_1.jpg;
PCLSTDTMCH;;;0.000;10.34;0;0000-00-00;0000-00-00;0.000;"Referência/Tamanho{{>}}PCTOAC2CM02 - 1/4";https://cdn.weasy.io/users/novo-alta/catalog/ac21cm_1.jpg;
PCLSTDTMCH;;;0.000;10.72;0;0000-00-00;0000-00-00;0.000;"Referência/Tamanho{{>}}PCTOAC2EM02 - 3/8";https://cdn.weasy.io/users/novo-alta/catalog/ac21em_1.jpg;
PCLSTDTMCH;;;0.000;11.46;0;0000-00-00;0000-00-00;0.000;"Referência/Tamanho{{>}}PCTOAC2JM02 - 1/2";https://cdn.weasy.io/users/novo-alta/catalog/ac21jm_1.jpg;
ENEXTxxx;;;0.000;850;0;0000-00-00;0000-00-00;0.000;"Referência{{>}}eNext T-S2 - Tipo 2 c/ Bloqueio 400 V";;
ENEXTxxx;;;0.000;850;0;0000-00-00;0000-00-00;0.000;"Referência{{>}}eNext M-C2 - Tipo 2 230 V";;
ENEXTxxx;;;0.000;850;0;0000-00-00;0000-00-00;0.000;"Referência{{>}}eNext M-C1 - Tipo 1 230 V";;
EHOMExxx;;;0.000;670;0;0000-00-00;0000-00-00;0.000;"Referência{{>}}eHome T2C32 - Tipo 2 32A";;
EHOMExxx;;;0.000;570;0;0000-00-00;0000-00-00;0.000;"Referência{{>}}eHome T2C16 - Tipo 2 16A";;
EHOMExxx;;;0.000;610;0;0000-00-00;0000-00-00;0.000;"Referência{{>}}eHome T1C32 - Tipo 1 32A";;
EHOMExxx;;;0.000;510;0;0000-00-00;0000-00-00;0.000;"Referência{{>}}eHome T1C16 - Tipo 1 16A";;
WALLBOXBASIC;;;0.000;820;0;0000-00-00;0000-00-00;0.000;"Referência{{>}}CCL - eBasic T2C32";;
WALLBOXBASIC;;;0.000;710;0;0000-00-00;0000-00-00;0.000;"Referência{{>}}CCL - eBasic T2S32 Schuko";;
WALLBOXBASIC;;;0.000;660;0;0000-00-00;0000-00-00;0.000;"Referência{{>}}CCL - eBasic T2S32 ";;
WALLBOXSMART;;;0.000;1440;0;0000-00-00;0000-00-00;0.000;"Referência{{>}}CCL - WBMC - SMART TRI";;
WALLBOXSMART;;;0.000;2170;0;0000-00-00;0000-00-00;0.000;"Referência{{>}}CCL - WB2M - SMART TRI";;
WALLBOXSMART;;;0.000;1320;0;0000-00-00;0000-00-00;0.000;"Referência{{>}}CCL - WBM - SMART TRI";;
EVOLVE;;;0.000;4315.6;0;0000-00-00;0000-00-00;0.000;"Referência{{>}}TM4 - PV000640B3";;
EVOLVE;;;0.000;4055.44;0;0000-00-00;0000-00-00;0.000;Referência{{>}}T-PVS00064013;;
RAPTION50;;;0.000;40425.22;0;0000-00-00;0000-00-00;0.000;"Referência{{>}}RAPTION 50 CCS CHA T2C63";;
RAPTION50;;;0.000;39750.01;0;0000-00-00;0000-00-00;0.000;"Referência{{>}}RAPTION 50 CCS CHA T2S32";;
RAPTION50;;;0.000;37975.45;0;0000-00-00;0000-00-00;0.000;"Referência{{>}}RAPTION 50 CCS CHA";;
JTDS4100S5513;;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Modelo Conj. Jantes{{>}}Felga 305 - Silver - 5.5x13 4/108 ET30";https://cdn.weasy.io/users/novo-alta/catalog/baretta-62.jpg;
JTDS4100S5513;;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Modelo Conj. Jantes{{>}}Felga 305 - Black - 5.5x13 4/98 ET30";https://cdn.weasy.io/users/novo-alta/catalog/baretta-91.png;
ANILHASMET;ANILHASMET2;;0.000;0.55;0;0000-00-00;0000-00-00;0.000;"Anilhas Metálicas p/ Alinhamento{{>}}Anilha Metálica p/alinhamento (2mm)";;
ANILHASMET;ANILHASMET4;;0.000;0.6;0;0000-00-00;0000-00-00;0.000;"Anilhas Metálicas p/ Alinhamento{{>}}Anilha Metálica p/alinhamento (4mm)";;
ANILHASMET;ANILHASMET116-B;;0.000;0.6;0;0000-00-00;0000-00-00;0.000;"Anilhas Metálicas p/ Alinhamento{{>}}Anilha Metálica p/alinhamento (1.5mm) 116-B";;
ANILHASMET;ANILHASMETUS132;;0.000;0.65;0;0000-00-00;0000-00-00;0.000;"Anilhas Metálicas p/ Alinhamento{{>}}Anilha Metálica p/alinhamento (0.8mm) US132";;
ANILHASMET;ANILHASMET116-A;;0.000;0.6;0;0000-00-00;0000-00-00;0.000;"Anilhas Metálicas p/ Alinhamento{{>}}Anilha Metálica p/alinhamento (1.5mm) 116-A";;
ANILHASMET;ANILHASMET;;0.000;0.42;0;0000-00-00;0000-00-00;0.000;"Anilhas Metálicas p/ Alinhamento{{>}}Anilha Metálica p/alinhamento (1mm)";;
MANGNITPVC;;;0.000;3.95;0;0000-00-00;0000-00-00;0.000;"Espessura{{>}}MANAR13X23 13x23mm (Grossa)";;
MANGNITPVC;;;0.000;3;0;0000-00-00;0000-00-00;0.000;"Espessura{{>}}MANG10X17 10x17mm (Fina)";;
TACOSCOGUMELO;;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Medida/Quantidade{{>}}SA0258 - 11mm - 20un.";;
TACOSCOGUMELO;;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Medida/Quantidade{{>}}PU-115996 - 8mm - 25un.";;
GRBTM500;;;0.000;225;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Caixa (30 sacos)";;
GRBTM500;;;0.000;8.5;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Unidade (Saco)";;
MF8-121000XX;MF8-12100010;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Medida{{>}}ø281mm - MF8-12100010";;
MF8-121000XX;MF8-12100009;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Medida{{>}}ø221mm - MF8-12100009";;
MF8-121000XX;MF8-12100008;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Medida{{>}}ø202mm - MF8-12100008";;
MF8-121000XX;MF8-12100007;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Medida{{>}}ø161mm - MF8-12100007";;
MF8-121000XX;MF8-12100005;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Medida{{>}}ø164mm - MF8-12100005";;
MF8-121000XX;MF8-12100006;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Medida{{>}}ø176mm - MF8-12100006";;
MF8-121000XX;MF8-12300001;;0.000;0;0;0000-00-00;0000-00-00;0.000;"Medida{{>}}ø220,1mm (Alcoa) - MF8-12300001";;
VMD49;;;0.000;45.9;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Caixa 12 unidades";;
VMD49BR;;;0.000;55.08;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Caixa 12 unidades";;
VMD33;;;0.000;7.5;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Escuro - 400ml";;
VMD33;;;0.000;78.5;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Escuro - Caixa 12 un.";;
VMD33;;;0.000;60.5;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Claro - Caixa 12 un.";;
VMD33;;;0.000;5.8;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Claro - 400ml";;
FACTOTUM;;;0.000;65.28;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Caixa 12 unidades";;
FACTOTUM;;;0.000;6.4;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Unidade 400 ml";;
VMD48;;;0.000;43.68;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Caixa 12 unidades";;
VMD48;;;0.000;39.9;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Unidade 5 Litros";https://cdn.weasy.io/users/novo-alta/catalog/vmd48e.jpg;
VMD48;;;0.000;148.9;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Unidade 25 Litros";https://cdn.weasy.io/users/novo-alta/catalog/vmd48e.jpg;
VMD48;;;0.000;7.8;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Unidade 400 ml";https://cdn.weasy.io/users/novo-alta/catalog/vmd48.jpg;
VMD108;;;0.000;50;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Caixa 12 unidades";;
VMD108;;;0.000;4.7;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Unidade 400 ml";;
VMD110;;;0.000;52.02;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Caixa 12 unidades";;
VMD110;;;0.000;5.1;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Unidade 400 ml";;
VMD86;;;0.000;49.98;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Caixa 12 unidades";;
VMD116;;;0.000;73.5;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Caixa 12 unidades";;
VMD116;;;0.000;6.95;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Unidade 400 ml";;
VMD2013;;;0.000;790;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Unidade 200 Litros";;
VMD2013;;;0.000;95;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Unidade 25 Litros";;
VMD2013;;;0.000;20;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Unidade 5 Litros";;
VMD2013;;;0.000;5.4;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Unidade 1 Litro";;
VMD3013;;;0.000;4.8;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Unidade 1 Litro";;
VMD3013;;;0.000;19;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Unidade 5 Litros";;
VMD3013;;;0.000;79.5;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Unidade 25 Litros";;
VMD3013;;;0.000;620;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Unidade 200 Litros";;
VMD38;;;0.000;70.38;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Caixa 12 unidades";;
VMD31;;;0.000;42.84;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Caixa 12 unidades";;
VMD89;;;0.000;60.18;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Caixa 12 unidades";;
VMD89;;;0.000;5.9;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Unidade 400 ml";;
VMD84;;;0.000;40.8;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Caixa 12 unidades";;
VMD14;;;0.000;40.29;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Caixa 12 unidades";;
VMD14;;;0.000;3.95;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Unidade 500 ml";;
VMD85;;;0.000;48.96;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Caixa 12 unidades";;
VMD42;;;0.000;83.64;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Caixa 24 unidades";;
VMD42;;;0.000;4.1;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Unidade 200 ml";;
VMD36;;;0.000;49.47;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Caixa 12 unidades";;
VMD124TR;;;0.000;53.5;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Caixa 12 unidades";;
VMD12TR;;;0.000;45.9;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Caixa 12 unidades";;
VMD12TR;;;0.000;4.5;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Unidade 500 ml";;
VMD47;;;0.000;41;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Caixa 12 unidades";;
VMD47;;;0.000;3.9;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Unidade 400 ml";;
VMD74;;;0.000;55.08;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Caixa 12 unidades";;
VMD68;;;0.000;42;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Caixa 12 unidades";;
VMD68;;;0.000;4.1;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Unidade 400 ml";;
VMD45;;;0.000;66.3;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Caixa 12 unidades";;
VMD134;;;0.000;40.5;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Caixa 6 unidades";;
VMD105;;;0.000;60.18;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Caixa 12 unidades";;
VMD105;;;0.000;5.9;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Unidade 500 ml";;
VMD26C;;;0.000;74.46;0;0000-00-00;0000-00-00;0.000;"Quantidade{{>}}Caixa 12 unidades";;
SIN-100.2035-X;SIN-100.2035-O;;0.000;0;0;0000-00-00;0000-00-00;0.000;Cor{{>}}Laranja;https://cdn.weasy.io/users/novo-alta/catalog/sin-100.1035-o_1.png;
SIN-100.2035-X;SIN-100.2035-Y;;0.000;0;0;0000-00-00;0000-00-00;0.000;Cor{{>}}Amarelo;https://cdn.weasy.io/users/novo-alta/catalog/sin-100.1035-y_1.png;
SIN-100.2035-X;SIN-100.2035-R;;0.000;0;0;0000-00-00;0000-00-00;0.000;Cor{{>}}Vermelho;https://cdn.weasy.io/users/novo-alta/catalog/sin-100.1035-r_1.png;
"TG825000000 + H-825000002     ";;;0.000;2700;0;0000-00-00;0000-00-00;0.000;"Opções{{>}}Conjunto Equilibradora + Móvel";https://cdn.weasy.io/users/novo-alta/catalog/tg825000000_1.jpg;
"TG825000000 + H-825000002     ";;;0.000;2000;0;0000-00-00;0000-00-00;0.000;"Opções{{>}}Apenas Equilibradora";https://cdn.weasy.io/users/novo-alta/catalog/tg825000000_2.png;
KACEXXXX;KACE3207;;0.000;30;0;0000-00-00;0000-00-00;0.000;"Referência{{>}}KACE3207 - 1"" C-175mm";;
KACEXXXX;KACE2410;;0.000;23;0;0000-00-00;0000-00-00;0.000;"Referência{{>}}KACE2410 - 3/4"" C-250mm";;
KACEXXXX;KACE2407;;0.000;19.5;0;0000-00-00;0000-00-00;0.000;"Referência{{>}}KACE2407 - 3/4"" C-175mm";;
KACEXXXX;KACE1610;;0.000;8;0;0000-00-00;0000-00-00;0.000;"Referência{{>}}KACE1610 - 1/2"" C-250mm";;
KACEXXXX;KACE1605;;0.000;5.5;0;0000-00-00;0000-00-00;0.000;"Referência{{>}}KACE1605 - 1/2"" C-125mm";;
KACEXXXX;KACE3210;;0.000;45;0;0000-00-00;0000-00-00;0.000;"Referência{{>}}KACE3210 - 1"" C-250mm";;
CP3204;;;0.000;233.94;0;0000-00-00;0000-00-00;0.000;"Medidas{{>}}99220  - 4 a 6 kg - 2 mt";;
CP3204;;;0.000;185.23;0;0000-00-00;0000-00-00;0.000;"Medidas{{>}}99210 - 2 a 4 kg - 2 mt";;
CP3204;;;0.000;163.76;0;0000-00-00;0000-00-00;0.000;"Medidas{{>}}99200 - 1 a 2.5 kg - 2 mt";;
CP3204;;;0.000;86.34;0;0000-00-00;0000-00-00;0.000;"Medidas{{>}}99120 - 1 a 2 kg - 1.6 mt";;
CP3204;;;0.000;90.12;0;0000-00-00;0000-00-00;0.000;"Medidas{{>}}99130 - 2 a 3 kg - 1.6 mt";;
CP3204;;;0.000;81.19;0;0000-00-00;0000-00-00;0.000;"Medidas{{>}}99110 - 0.4 a 1 kg - 1.6 mt";;
MF0-33301102/16;;;0.000;19500;0;0000-00-00;0000-00-00;0.000;"Extras{{>}}Com extras - Ligeiros e Pesados";;
MF0-33301102/16;;;0.000;13763;0;0000-00-00;0000-00-00;0.000;"Extras{{>}}Para ligeiros";;
